,title,images,description,price,rating,review
10,Adjustable Pu Leather Back Waist Support Workout Powerlifting Gym Weight Lifting Waist Belt,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/1/i/1i.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Material:
PU
Color:
Black, red, brown
Size:
105cm*10.5cm-130cm*10.5cm
Weight:
0.48
Function:
Fitness exercise","रू 5,999",no rating,no review
11,"20KG Detachable Dumbbell Splicing Barbell Suit , Odorless Plastic Material Environmentally Friendly","['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/1/i/1i.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","STURDY CONSTRUCTION -FITSY adjustable dumbbells set is made from premium quality PVC with cement grit that is ultra-durable, environmental friendly nontoxic material and is resistant to chipping, crackling, peeling and waterproof, rustproof. Threaded ends with star-lock collars provide a safe, secure workout & easy weight plate changes.
2-IN-1 - With FITSY Extension Rod you can use this adjustable dumble set even as barbell dumbbell set rod for weightlifting, shoulder press, bench press or as individual dumbbell set to do exercises such as bicep curls, chest flys, lunges, lateral raises etc.
VARIOUS WEIGHT PLATES – FITSY PVC Dumbells for men & women both. Dumbells combo set is adjustable, expandable and versatile. Durable weights plates are more compact, easier to assemble. Dumbel Set consist of Weight Plates, Spin Locks, Grip Handles and Extension Barbell Bar Rod -A Complete Dumbbells Kit by FITSY.
COMFORT - Contoured handles with textured grip ensures maximum comfort during workout, the smooth ring of the weight plates makes loading & unloading onto the handles fast and easy. PVC coating helps to protect your floor if the dumbell set is dropped.
EXERCISING THE BODY - This workout set is sure to become an essential part of your routine for its weight variations and possible combinations. And it’s easy to set and no tools required. Suitable for home and gym use. Package Content Dumble set 20 kg.","रू 9,999",no rating,no review
12,Dumbbell Set 2 X 5 Kg Dumbell Weight Set Soft Feel,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/1/i/1i.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Dumbbells are ideal for fitness workouts, at home, the gym, or a local bootcamp or exercise workout class","रू 4,999",no rating,no review
13,Strauss Mobile Holder (Black) Mobile Holder for Bicycle and Motorcycle,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/1/i/1i.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Product Details:

Wide compatibility: Bike phone mount bracket stand cradle support for nearly all mobile cell phone
Wide handlebar compatibility: Bike/bicycle phone holder size is adjustable to fit tubular handlebar sizes up to 30mm(1.2inches)
Easily rotatable and adjustable: 360 degree rotating support holder
The full protection: Buckle structure phone cradle to lock your cell phone secure with soft non-slip and non-scratch protection pads
Easy installation: Easy to install/remove, no any other tools required
Material: Plastic
In-Box Contents: 1 Mobile Holder","रू 1,300",no rating,no review
14,York Fitness Set Of 10Kg Weight Plates,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/1/i/1i.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Original York Cast Iron Weight Plate
Made of 100% Solid Cast Iron with Chrome
Finish (Silver) and Powder Coated (Black) I
tem Includes 10KG x 2 pieces plate
Black And Chrome Silver Color
Available Size 30cm x 30cm","रू 9,999",no rating,no review
15,Revoflex Xtreme Abdominal Trainer,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/1/i/1i.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Revoflex Xtreme Abdominal Trainer

 
 


 
 

Intense, light and effortless abdominal training!

 
 


 
 

Train with the Revoflex Extreme just 5 minutes a day and you will achieve tremendous results! Different muscles are trained at once with this unique sports equipment!

 
 


 
 

The following muscle groups are activated with the Revoflex extremes:

 
 


 
 

* Abdominal muscles (upper, middle, bottom, and side)

 
 

* back muscles

 
 

* arm muscles

 
 

* shoulder muscles

 
 

* thigh muscles

 
 

* glutes

 
 


 
 

How it works:

 
 


 
 

The Revoflex Extreme takes advantage of bidirectional power.

 
 

The rubber bands set up an increased resistance while pushing forward and thus achieve a more intense workout.

 
 

When sliding back the built-up tension is released slowly. This returns you easily to your starting position.

 
 


 
 

You can choose between 6 different training levels and 44 different exercises and thus optimally tailor your workout to your body.","रू 1,999",no rating,no review
16,Black 6 Pack Care Exercise Machine With Paddle (Cycle),"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/1/i/1i.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Six Pack Care is one of the best fitness machines that acts on your entire core to give you the perfect six pack abs that you have always dreamt of. Central handles make press-ups possible. You can align your head and neck comfortably while the rolls provide you with a light massage every time that you exercise. Six Pack Care is equipped with chest expanders which strengthen your arms, upper muscles and back. Its 360 º rotating seat makes exercise of oblique muscle possible. Features Adjustable head massager, soft back massager, 4 main different abdomen exercise, adjustable length size training ropes, comfortable seat leg and arm training part benefits of six pack care. With regular exercise in six pack care, you will get stronger back muscles. It helps in preventing back pain. It strengthens the cardiovascular system. It helps to combat impotence body conditioning It helps in smooth blood flow to every part of the body. It helps to strengthen the cire and reduce waist by few centimeters.","रू 10,000",no rating,no review
17,Dumbbell Captain America 15Kg,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/1/i/1i.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Product Details:

Durable rubber and metal mix
Suitable For Arm And Upper Body Exercises
An age-old weightlifting tradition
The perfect solution for a beginner, as well as the experienced lifter
This weight set is designed for a full body workout","रू 5,550",no rating,no review
18,Dumbbell Captain America 12.5Kg,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/1/i/1i.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Product Details:

Durable rubber and metal mix
Suitable For Arm And Upper Body Exercises
An age-old weightlifting tradition
The perfect solution for a beginner, as well as the experienced lifter
This weight set is designed for a full body workout","रू 4,625",no rating,no review
19,Dumbbell Captain America 10Kg,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/1/i/1i.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Product Details:

Durable rubber and metal mix
Suitable For Arm And Upper Body Exercises
An age-old weightlifting tradition
The perfect solution for a beginner, as well as the experienced lifter
This weight set is designed for a full body workout","रू 3,770",no rating,no review
20,Dumbbell Captain America 7.5Kg,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/t/r/trey.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Product Details:

Durable rubber and metal mix
Suitable For Arm And Upper Body Exercises
An age-old weightlifting tradition
The perfect solution for a beginner, as well as the experienced lifter
This weight set is designed for a full body workout","रू 2,775",no rating,no review
21,Dumbbell Captain America 5Kg,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/t/r/trey.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Product Details:

Durable rubber and metal mix
Suitable For Arm And Upper Body Exercises
An age-old weightlifting tradition
The perfect solution for a beginner, as well as the experienced lifter
This weight set is designed for a full body workout","रू 1,850",no rating,no review
